Binomial,Realm,TrophicLevel,TrophicNiche,ForagingNiche,Family,Order,Habitat,PrimaryLifestyle,MinLatitude,MaxLatitude,CentroidLatitude,CentroidLongitude,RangeSize,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Secondary1,Tail.Length,Mass
Motacilla_samveasnae,Indo_Malay,Carnivore,Invertivore,Invertivore ground,Motacillidae,Passeriformes,Riverine,Generalist,12.59,15.14,13.82,106.46,37892.03,17.6,11.1,3.5,3.6,21.8,78.5,57.4,77.8,22.7
Mulleripicus_fulvus,Australian,Carnivore,Invertivore,Invertivore bark,Picidae,Piciformes,Forest,Insessorial,-5.64,1.74,-1.76,121.71,103818.08,43.9,31.4,11,10.4,31.2,178,147.8,173.1,312.2
Mulleripicus_funebris,Indo_Malay,Carnivore,Invertivore,Invertivore bark,Picidae,Piciformes,Forest,Insessorial,5.56,18.65,12.07,123.17,209348,36.5,26.4,10.2,10.3,26.3,157.5,124.9,115.3,164
Mulleripicus_pulverulentus,Indo_Malay,Carnivore,Invertivore,Invertivore bark,Picidae,Piciformes,Forest,Insessorial,-7.55,32.49,12.72,103.58,2509970.1,67.7,47.5,14.2,14.2,38.8,238.8,180.1,169.5,450.2
Muscicapa_adusta,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,-34.84,15.9,-10.16,30.43,2389660.85,11.4,6.5,4.1,2.9,13.2,64.1,50.4,48,10.4
Muscicapa_aquatica,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Wetland,Insessorial,-15.37,16.53,7.05,14.17,1932276.44,13.1,7.1,4.3,3.3,12.4,66.8,56.7,53.8,11.5
Muscicapa_boehmi,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Woodland,Insessorial,-16.68,-3.84,-12.25,26.18,863704.75,13.1,7.4,3.2,4.3,17.8,78.2,63.5,52.8,21.2
Muscicapa_caerulescens,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Woodland,Insessorial,-33.51,12.19,-8.77,24.8,7513617.5,14,8.4,4,3.9,15.2,76.9,61.3,59,17.6
Muscicapa_cassini,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,-13.05,10.65,-0.71,17.19,3716280.13,14.4,8.4,4.3,3.2,13.1,67,55.8,54.8,17.3
Muscicapa_comitata,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,-9.39,10.04,1.24,15.73,3634771.07,13,6.9,4.6,3.8,15.4,62.2,54.6,55,14.1
Muscicapa_dauurica,Palearctic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Woodland,Insessorial,-5.7,63.53,48.12,113.45,6794474.03,12.9,8,4.6,3.5,14.1,69.2,48.9,46.8,9.8
Muscicapa_epulata,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,-5.82,9.43,3.73,9.76,903515.46,11.2,6.2,3.6,3,11.6,55.1,46.9,37.8,9.6
Muscicapa_ferruginea,Palearctic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,19.51,37.32,28.15,101.97,1500474.1,11.3,6.4,4.6,2.7,11.5,70.6,47.4,45.4,12
Muscicapa_gambagae,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Woodland,Insessorial,-0.76,21.99,9.5,23.17,668892.01,12.3,7.1,4.1,3.6,14.8,72.4,57.3,60,13
Muscicapa_griseisticta,Palearctic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Shrubland,Insessorial,41.34,56.84,50.15,136.4,1482748.62,11.6,6.8,4.5,3.4,14.4,84.2,56,46.3,15.9
Muscicapa_infuscata,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,-11.7,7.12,-1.07,19.26,3058321.55,9.9,5.8,3.3,3.5,11.5,80.5,60.9,48.8,17.7
Muscicapa_lendu,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,-4.6,2.68,-1.44,29.17,37404.93,12.9,7.2,3.7,3.9,16.6,77.2,62.8,63,17.7
Muscicapa_muttui,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,17.24,33.19,24.79,101.89,1144475.6,15.2,8.7,5.1,3.8,12.7,72,53.2,56,12
Muscicapa_olivascens,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,-5.83,8.76,1.6,13,1272600.1,12.9,7.3,3.9,3.7,16.8,72.5,59.9,61.5,15.4
Muscicapa_randi,Indo_Malay,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,9.11,18.65,15.95,121.42,105159.86,13.3,7.4,4.2,3.6,12.5,65.5,51.5,52,20.1
Muscicapa_ruficauda,Palearctic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,26.78,40.63,34.64,74.4,522545.61,13.1,7.5,3.9,3.5,13.8,75.1,57.5,55,13.3
Muscicapa_segregata,Australian,Carnivore,Invertivore,Generalist,Muscicapidae,Passeriformes,Forest,Insessorial,-10.32,-9.28,-9.76,119.95,10704.53,13.6,8.8,4.6,3.8,13.8,65,52.1,51.2,19.4
Muscicapa_sethsmithi,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,-6.41,7.62,0.91,18.84,1271455.18,10.6,5.8,3.5,2.8,11.3,55.8,45.6,39,9.1
Muscicapa_sibirica,Palearctic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,20.94,60.98,48.35,116.38,8436138.82,11.5,6.4,4.7,3.1,13,74.8,50,45,13.2
Muscicapa_striata,Palearctic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,26.77,70.56,50.39,50.79,16752202.89,15,8.7,4.1,3.7,14.5,83.8,59.4,62.2,15.9
Muscicapa_tessmanni,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,Muscicapidae,Passeriformes,Shrubland,Insessorial,-5.69,7.85,4.02,8.98,202676.5,14.3,8.3,4.6,4.9,17.2,74.2,63.2,57.2,14.5
Muscicapa_ussheri,Afrotropic,Carnivore,Invertivore,Invertivore sally air,Muscicapidae,Passeriformes,Forest,Insessorial,4.35,11.97,7.02,-6.98,473137.79,9.7,5.8,3.9,3.5,14,81.8,60.4,53,17.8
Muscicapella_hodgsoni,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,Muscicapidae,Passeriformes,Forest,Insessorial,-5.35,29.12,16.54,100.31,821471.25,10.6,5.6,2.4,2.2,13.4,45.5,37.2,32.8,11
Muscigralla_brevicauda,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Shrubland,Terrestrial,-18.59,-1.26,-9.2,-77.53,166922.92,15.1,8.6,3.6,3,25.2,60.9,51.8,34.4,12.6
Muscipipra_vetula,Neotropic,Carnivore,Invertivore,Invertivore sally air,Tyrannidae,Passeriformes,Forest,Insessorial,-30.81,-18.52,-25.14,-49.99,828420,17.5,10.4,6.5,4.8,20.2,111.8,81.9,111,27
Muscisaxicola_albifrons,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Grassland,Terrestrial,-18.25,-8.77,-14.84,-71.65,285962.86,23.6,13.1,4.6,4.6,37.6,158.4,101.1,88,34
Muscisaxicola_albilora,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Grassland,Terrestrial,-50.81,-26.31,-37.79,-70.77,358526.85,19.2,11.1,4,3.8,30.3,113.2,75.6,69.8,22.6
Muscisaxicola_alpinus,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Grassland,Terrestrial,-3.05,6.56,1.17,-76.94,42973.19,17.4,9.8,3.9,3.7,31.1,124.5,87.3,78.9,26.1
Muscisaxicola_capistratus,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Grassland,Terrestrial,-54.03,-46.13,-49.4,-70.02,268373.35,18.4,11.2,4.1,3.7,28.3,115,76.6,66.8,26.6
Muscisaxicola_cinereus,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Grassland,Terrestrial,-37.22,-15.05,-24.18,-67.77,649847.82,16.8,9.4,3.2,3.4,28.6,105.6,74.3,66.5,18.6
Muscisaxicola_flavinucha,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Grassland,Terrestrial,-55.2,-17.53,-35.87,-69.93,762777.01,19.4,11.2,3.7,3.6,31.4,135.2,82.1,75.2,36.2
Muscisaxicola_fluviatilis,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Riverine,Terrestrial,-17.18,-2.21,-10.71,-67.82,1234514.01,15.5,9.5,4,3.3,18.2,71.2,57.9,49.8,14.7
Muscisaxicola_frontalis,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Grassland,Terrestrial,-41.57,-23.56,-33.21,-69.79,223028.47,21.3,12.7,4,3.8,32.1,117.6,80,72.6,28.9
Muscisaxicola_griseus,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Grassland,Terrestrial,-17.62,-6.91,-13.42,-73.07,313132.73,18.5,9.2,3.4,3.1,32.3,118.6,86.5,75.5,20.2
Muscisaxicola_juninensis,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Grassland,Terrestrial,-27.17,-9.63,-18.12,-68.81,514054.92,16.9,8.9,3.1,3.2,27.8,112.9,79.9,71.5,22.2
Muscisaxicola_maclovianus,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Grassland,Terrestrial,-55.98,-37.58,-47.22,-71.7,488724.37,16.3,9.1,3.4,3.4,30.1,109.5,72.7,68,23.8
Muscisaxicola_maculirostris,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Shrubland,Terrestrial,-52.4,6.75,-28.79,-69.66,1996565.98,15.9,9,3.4,3.1,25.6,85.6,62.5,59.9,14.2
Muscisaxicola_rufivertex,Neotropic,Carnivore,Invertivore,Invertivore ground,Tyrannidae,Passeriformes,Grassland,Terrestrial,-38.28,-6.01,-20.92,-69.34,1016279.42,19.2,11.2,3.6,3.6,27.2,99.5,72.4,68,20
Musophaga_rossae,Afrotropic,Herbivore,Frugivore,Fugivore glean,Musophagidae,Musophagiformes,Forest,Insessorial,-16.27,10.27,-6.06,24.94,3088906.06,38.4,12.2,7.4,12.9,46.4,227.1,194.1,231.9,361.4
Musophaga_violacea,Afrotropic,Herbivore,Frugivore,Fugivore glean,Musophagidae,Musophagiformes,Forest,Insessorial,4.74,14.61,10.04,-1.03,2077717.14,35.1,14.1,10.2,15.3,43.6,211.2,173.5,193.2,360
Myadestes_coloratus,Neotropic,Herbivore,Frugivore,Fugivore glean,Turdidae,Passeriformes,Forest,Insessorial,7.45,9.08,8.24,-77.93,1786.57,14.3,6.9,4.9,4.4,20.5,86.2,67,81.5,28.9
Myadestes_elisabeth,Neotropic,Omnivore,Frugivore,Fugivore glean,Turdidae,Passeriformes,Forest,Insessorial,19.98,22.82,21.2,-78.65,8505.1,14.8,8.4,4.5,4,21.7,86.2,67.8,88,30
Myadestes_genibarbis,Neotropic,Omnivore,Frugivore,Fugivore glean,Turdidae,Passeriformes,Forest,Insessorial,13.12,19.95,18.68,-71.69,88012.58,14.1,7.3,4.4,3.7,21.5,87.4,66.4,91.8,29.2
Myadestes_lanaiensis,Oceania,Herbivore,Frugivore,Fugivore glean,Turdidae,Passeriformes,Forest,Insessorial,NA,NA,NA,NA,NA,19.6,9.6,4.8,4.6,31.1,88,71.9,67,34.4
Myadestes_melanops,Neotropic,Herbivore,Frugivore,Fugivore glean,Turdidae,Passeriformes,Forest,Insessorial,8.35,10.99,9.34,-83.05,31920.03,14.6,6.7,4.4,4.2,20.3,86.8,68.2,78.8,32.1
Myadestes_obscurus,Oceania,Herbivore,Frugivore,Fugivore glean,Turdidae,Passeriformes,Forest,Insessorial,19.04,19.99,19.58,-155.35,2577.89,15,7.2,4.5,3.9,23.5,101.6,74.9,92.4,50.4
Myadestes_occidentalis,Neotropic,Herbivore,Frugivore,Fugivore glean,Turdidae,Passeriformes,Forest,Insessorial,13.59,28.69,20.55,-100.39,528718.34,15.4,7.8,4.8,4.6,20.8,102.5,74.8,101.2,36.4
Myadestes_palmeri,Oceania,Herbivore,Frugivore,Fugivore glean,Turdidae,Passeriformes,Forest,Insessorial,22.06,22.13,22.1,-159.56,32.06,19,9.5,4.5,4.7,33,92,73.3,79,39.6
Myadestes_ralloides,Neotropic,Omnivore,Invertivore,Invertivore glean arboreal,Turdidae,Passeriformes,Forest,Insessorial,-21.08,11.05,-3.19,-73.48,457703.18,14.2,6.9,4.6,3.6,20.3,82.8,61.5,77.7,29.1
Myadestes_townsendi,Nearctic,Omnivore,Omnivore,NA,Turdidae,Passeriformes,Forest,Insessorial,21.72,66.88,49.88,-122.09,3710015.72,15.8,8.2,4.4,4.8,21,114.9,80.6,105.8,33.2
Myadestes_unicolor,Neotropic,Herbivore,Frugivore,Fugivore glean,Turdidae,Passeriformes,Forest,Insessorial,12.75,21.39,15.94,-90.38,184166.54,14.8,7.6,4.9,4.5,20,93.3,71.4,89.2,37.9
Mycerobas_affinis,Palearctic,Herbivore,Omnivore,NA,Fringillidae,Passeriformes,Forest,Insessorial,25.02,35.83,30.02,96.37,1011882.5,26,16.8,11.1,14.7,27.2,124.4,92.5,86.2,83
Mycerobas_carnipes,Palearctic,Herbivore,Omnivore,NA,Fringillidae,Passeriformes,Forest,Insessorial,24.32,48.32,34.69,85.65,3247977.86,25.2,16.6,12.4,15.5,25.4,112.5,80.4,93.5,58.8
Mycerobas_icterioides,Palearctic,Herbivore,Omnivore,NA,Fringillidae,Passeriformes,Forest,Insessorial,27.62,36.65,32.86,75.31,406197.58,27.2,18.8,12.6,16.4,25.6,127.8,92.7,92.5,67
Mycerobas_melanozanthos,Indo_Malay,Herbivore,Omnivore,NA,Fringillidae,Passeriformes,Forest,Insessorial,18.64,35.16,27.47,95.77,1431214.95,27.4,18,12.8,17.2,21.6,119.8,76.3,72.2,62
Mycteria_americana,Neotropic,Carnivore,Aquatic predator,Aquatic ground,Ciconiidae,Ciconiiformes,Wetland,Terrestrial,-37.08,33.1,-8.15,-60.1,14553444.64,224,187.7,34.1,45.2,193.1,446.8,281.8,193.2,2554.5
Mycteria_cinerea,Indo_Malay,Carnivore,Aquatic predator,Aquatic ground,Ciconiidae,Ciconiiformes,Coastal,Terrestrial,-8.01,13.91,0.12,104.46,87615.95,228.5,206.5,36,44.8,212.2,474.5,258.2,156.5,2393
Mycteria_ibis,Afrotropic,Carnivore,Omnivore,NA,Ciconiidae,Ciconiiformes,Wetland,Terrestrial,-33.78,18.94,-0.44,22.24,15368408.04,236.4,218.2,35.5,43.1,212.2,462.5,273.6,154.2,2155.6
Mycteria_leucocephala,Indo_Malay,Carnivore,Aquatic predator,Aquatic ground,Ciconiidae,Ciconiiformes,Wetland,Terrestrial,5.92,27.29,17.9,78.8,1543399.32,254.2,238,37.5,47.9,222.2,489,288.2,183.5,3180
Myiagra_albiventris,Oceania,Carnivore,Invertivore,Invertivore sally surface,Monarchidae,Passeriformes,Forest,Insessorial,-14.06,-13.43,-13.74,-172.17,2877.26,16.4,8.7,6.5,3.5,14.3,69.8,56.7,62.5,30.8
Myiagra_alecto,Australian,Carnivore,Invertivore,Generalist,Monarchidae,Passeriformes,Riverine,Insessorial,-27.67,2.65,-12.02,137.95,1376502.43,17.1,10.7,5.4,4.4,16.6,82.5,71,75.8,23.6
Myiagra_atra,Australian,Carnivore,Invertivore,Invertivore sally surface,Monarchidae,Passeriformes,Forest,Insessorial,-1.22,-0.63,-0.94,135.89,2530.74,14.6,8.5,5.3,4,14.6,72,57.4,58,17.9
Myiagra_azureocapilla,Oceania,Carnivore,Invertivore,Invertivore sally surface,Monarchidae,Passeriformes,Forest,Insessorial,-18.27,-16.15,-17.42,171.72,15739.44,14.3,8.5,5.9,3.2,19,78.2,63.6,72.8,12.9
Myiagra_caledonica,Australian,Carnivore,Invertivore,Invertivore sally air,Monarchidae,Passeriformes,Woodland,Insessorial,-22.47,-11.46,-19.15,166.35,31488.18,15.7,8.5,7.3,3.6,15.2,69.8,56.5,66.8,10.8
Myiagra_cervinicauda,Australian,Carnivore,Invertivore,Generalist,Monarchidae,Passeriformes,Forest,Insessorial,-10.85,-10.17,-10.55,161.81,3331.87,14.9,8.2,5.9,3.7,14.4,62.2,52.3,60,11.5
Myiagra_cyanoleuca,Australian,Carnivore,Invertivore,Invertivore sally air,Monarchidae,Passeriformes,Shrubland,Insessorial,-43.57,-10.02,-29.81,147.3,1086652.75,16.8,9.6,6.5,4.1,14.1,87.5,69.2,79.2,17.5
Myiagra_erythrops,Oceania,Carnivore,Invertivore,Invertivore sally air,Monarchidae,Passeriformes,Forest,Insessorial,6.89,8.09,7.45,134.54,456.72,15.4,8.3,6.9,3.2,19.4,65.9,54.6,53.8,17.9
Myiagra_ferrocyanea,Australian,Carnivore,Invertivore,Invertivore sally air,Monarchidae,Passeriformes,Forest,Insessorial,-9.95,-5.01,-7.83,157.94,32643.7,15.4,8.8,5.4,4,14,68.2,57.6,64,12.8
Myiagra_galeata,Australian,Carnivore,Invertivore,Invertivore sally air,Monarchidae,Passeriformes,Forest,Insessorial,-3.88,2.64,-1.37,128.18,44624.81,14.9,8.4,5.7,3.7,13.6,66,55.6,58.8,11
Myiagra_hebetior,Australian,Carnivore,Invertivore,Generalist,Monarchidae,Passeriformes,Forest,Insessorial,-6.31,-1.31,-5.1,150.88,42727.79,17.5,10.7,5.2,4.3,22.1,70.2,60.8,55.6,20.2
Myiagra_inquieta,Australian,Carnivore,Invertivore,Invertivore sally surface,Monarchidae,Passeriformes,Woodland,Insessorial,-39.95,-7.37,-25.84,139.15,2727582.49,19.2,10.3,5.5,4.1,18.3,91.8,73.8,91.2,20.9
Myiagra_oceanica,Oceania,Carnivore,Invertivore,Invertivore sally air,Monarchidae,Passeriformes,Forest,Insessorial,5.28,8.99,7.26,151.72,105.86,18.7,10.6,7.4,4.5,19,79.8,63.8,68,17.9
Myiagra_pluto,Oceania,Carnivore,Invertivore,Invertivore sally air,Monarchidae,Passeriformes,Forest,Insessorial,5.78,7.1,6.87,158.24,361.44,16.8,9.5,7.2,4.1,19.1,80.5,66.4,75.2,17.9
Myiagra_rubecula,Australian,Carnivore,Invertivore,Invertivore sally air,Monarchidae,Passeriformes,Forest,Insessorial,-39.48,-6.1,-22.39,142.56,2268381.7,14.1,8.1,5.2,3.4,13.2,72.2,59.3,66.5,12.1
Myiagra_ruficollis,Australian,Carnivore,Invertivore,Invertivore sally surface,Monarchidae,Passeriformes,Woodland,Insessorial,-23,-4.27,-12.32,135.22,580888.4,15.5,8.7,6.6,3.7,16.3,68.8,58.2,67.5,10.1
Myiagra_vanikorensis,Oceania,Carnivore,Invertivore,Invertivore sally air,Monarchidae,Passeriformes,Forest,Insessorial,-20.68,-11.59,-17.4,162.07,18452.69,16.3,8.7,6.5,3.8,15.2,72,57.2,58.5,12.3
Myiarchus_antillarum,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Woodland,Insessorial,17.93,18.52,18.23,-66.41,9177.01,22.1,13.9,6.4,5.1,22.3,84.2,70.8,77.8,23.4
Myiarchus_apicalis,Neotropic,Omnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Shrubland,Insessorial,1.18,6.52,4.1,-75.08,41557.9,22,13.7,7.4,5.8,22.3,86.8,79.4,88.5,29.2
Myiarchus_barbirostris,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,17.7,18.53,18.16,-77.31,11021.79,19.6,11.5,6.8,4.2,18,71.2,60.2,69.8,13.4
Myiarchus_cephalotes,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,-17.71,10.63,-3.67,-73.89,292641.44,20.4,12.4,6.1,4.8,20.6,90.2,73.9,88,26.2
Myiarchus_cinerascens,Nearctic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Shrubland,Insessorial,19.5,47.6,34.01,-109.65,3499111.39,22.9,14.6,6.7,5.9,22.7,96.8,77,91,28.2
Myiarchus_crinitus,Nearctic,Omnivore,Invertivore,Generalist,Tyrannidae,Passeriformes,Woodland,Insessorial,8.61,55.55,40.77,-88.84,5137539.15,22.4,16.2,8.6,7.6,20.4,101.8,79.4,92.8,32.1
Myiarchus_ferox,Neotropic,Omnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,-30.33,10.41,-8.38,-57.25,11854121.16,21,14.4,8.4,5.6,21.2,85.5,74.2,86.1,27.5
Myiarchus_magnirostris,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Shrubland,Insessorial,-1.41,0.65,-0.56,-90.9,7776.32,18,11.2,5.7,4.2,21.3,67.4,57.6,63.8,14.7
Myiarchus_nugator,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,11.99,13.38,12.7,-61.42,774.93,27.2,17.9,8.6,6.7,24.8,95.8,82.6,90.5,37
Myiarchus_nuttingi,Neotropic,Omnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Woodland,Insessorial,9.55,30.49,19.81,-100.14,634487.92,16.6,12.3,6.4,5.4,18.3,80.5,65.6,79.7,23
Myiarchus_oberi,Neotropic,Omnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,13.7,17.73,15.48,-61.39,4421.69,25.8,16.3,8.1,6.4,23.3,95.8,81.1,89,34.7
Myiarchus_panamensis,Neotropic,Omnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Woodland,Insessorial,0.97,11.39,8.02,-75.54,370862.95,21.5,14.6,7.7,6.4,23,90.2,74.7,88.5,31.7
Myiarchus_phaeocephalus,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Woodland,Insessorial,-6.74,1.08,-3.33,-80.17,99662.27,22.6,14.1,7.2,5.4,22.5,92.5,81.2,90,26.3
Myiarchus_sagrae,Neotropic,Omnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,19.26,27.23,21.9,-78.75,122416.83,22.4,14.1,6.6,4.9,19.2,82,70.8,80,19.3
Myiarchus_semirufus,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Shrubland,Insessorial,-9.55,-4.03,-5.55,-80.42,3794.35,24.1,15.9,7.3,5.3,21.6,87.8,76.9,87.5,22.5
Myiarchus_stolidus,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Woodland,Insessorial,17.54,20.09,18.81,-72.05,86228.49,22.3,13.7,6.5,5.1,21.6,85,74.2,83,20.8
Myiarchus_swainsoni,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,-41.17,8.63,-14.04,-54.63,11083742.29,19.9,14.6,8.1,5.7,18.5,86.5,72.1,79,25.1
Myiarchus_tuberculifer,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,-26.87,34.88,-0.3,-68.52,10588401.3,20.8,12.8,6.9,5,19.7,79.4,65.9,78.6,17.7
Myiarchus_tyrannulus,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Woodland,Insessorial,-32.56,37.51,-6.54,-61.37,10591424.15,23,14.8,9.4,6.2,20.2,87.4,75.2,80.9,35.5
Myiarchus_validus,Neotropic,Omnivore,Omnivore,NA,Tyrannidae,Passeriformes,Forest,Insessorial,17.7,18.53,18.16,-77.31,11021.79,26.1,17.1,8.3,6.7,23.5,101.8,87.5,97.2,40.6
Myiarchus_venezuelensis,Neotropic,Omnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,6.74,12.49,9.76,-70.21,234706.4,21.4,14.6,7.6,5.6,20,91,75.1,89,29.8
Myiarchus_yucatanensis,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Woodland,Insessorial,16.96,21.61,19.29,-89.2,165390.72,20.6,13.3,6.9,6,22.2,81.4,69.3,85,19.6
Myiobius_atricaudus,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,-24.82,11.68,-6.64,-57.45,4897288.43,12.6,7,5,3.2,15.8,59.5,51.8,59.2,10
Myiobius_barbatus,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,-27.82,8.65,-4.01,-60.71,6231670.56,13.1,7,4.2,3.7,14.9,62.5,52.6,54.1,11.9
Myiobius_sulphureipygius,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,-4.11,21.44,12.24,-84.75,640104.92,14.4,7.6,4.2,3.3,17,65.9,55.5,55.6,11.6
Myiobius_villosus,Neotropic,Carnivore,Invertivore,Invertivore sally surface,Tyrannidae,Passeriformes,Forest,Insessorial,-16.38,10.68,-5.01,-75.12,270819.42,14.8,7.3,5,3.1,18.2,68.2,55.6,61.2,14.1
Myioborus_albifacies,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Passeriformes,NA,Insessorial,4.95,6.17,5.53,-66.67,17030.05,11.7,7.7,4.1,4,19.3,63,52.4,63.8,15.3
Myioborus_albifrons,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Passeriformes,Forest,Insessorial,7.77,9.76,8.69,-70.97,17311.95,11.8,6.6,4,3.8,19.1,66.2,56,64,19.8
Myioborus_brunniceps,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Passeriformes,Forest,Insessorial,-32.93,-16.25,-23.69,-65.1,112336.71,12.3,6.8,3.9,3.4,19.9,63.1,54.1,67.1,9.2
Myioborus_cardonai,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Passeriformes,NA,Insessorial,5.66,5.96,5.79,-63.66,233.35,12.5,7.1,4.2,4.1,19.5,62.8,52.1,65,18
Myioborus_castaneocapilla,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Passeriformes,Forest,Insessorial,0.96,6.6,4.27,-63.53,95602.51,12.9,7.7,4.1,3.8,19.7,63.8,55.1,68.5,10.9
Myioborus_flavivertex,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Passeriformes,Forest,Insessorial,10.34,11.09,10.76,-73.63,5278,12.2,6.8,4.2,3.6,19,62.2,50.1,59.5,18
Myioborus_melanocephalus,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Parulidae,Passeriformes,Forest,Insessorial,-17.58,1.11,-8.67,-74.56,185791.05,12.9,6.5,3.9,3.3,19.6,65.3,53.6,66.5,11.3
